name	country	type	coverage	url	catalogue_contact
Imara Capital Securities	BW	Broker	Local-market ETFs	https://www.imara.com/imara-capital-securities	
Motswedi Securities	BW	Broker	Local-market ETFs	https://www.motswedi.co.bw/download/motswedi-account-opening-form/	
IC Securities	GH	Broker	Local-market ETFs	https://onboarding.ic.africa	
Databank Brokerage	GH	Broker	Local-market ETFs	https://www.databankgroup.com/equity-investing/	
EDC Stockbrokers	GH	Bank	Local-market ETFs	https://ecobank.com/gh/corporate-banking/edc	
SBG Securities Ghana	GH	Broker	Local-market ETFs	https://www.sbgsecurities.com.gh/sbgsecuritiesghana/sbg-securities/forms	https://www.sbgsecurities.com.gh/sbgsecuritiesghana/sbg-securities/contact-us
MCB Securities	MU	Bank	Global ETFs / ETPs	https://mcb.mu/personal/investments/brokerage-investments	contact@mcb.mu
SBM Securities	MU	Bank	Global ETFs / ETPs	https://nbfc.sbmgroup.mu/trading-and-structuring/join-us	sbm@sbmgroup.mu
Cirrus Securities	NA	Broker	Local-market ETFs / ETNs	https://cirrus.com.na/namibia-stock-exchange-trading/	dealers@cirrus.com.na
IJG Securities	NA	Broker	Local-market ETFs	https://ijg.net/stockbroking/	https://ijg.net/contact-us/
Vertex International Securities	TZ	Broker	Local-market ETFs	https://vertex.co.tz/	https://vertex.co.tz/contact-us/
DSE Hisa Kiganjani	TZ	Neobroker	Local-market ETFs	https://play.google.com/store/apps/details?id=com.datavending_app.dsedatavending	
iTrust Finance	TZ	Broker	Local-market ETFs	https://www.itrust.co.tz/application-form	customerservice@itrust.co.tz
C-TRADE	ZW	Neobroker	Local-market ETFs	https://www.ctrade.co.zw/	
ZSE Direct	ZW	Neobroker	Local-market ETFs	https://zsedirect.co.zw/	
CommSec	AU	Bank	Local + US ETFs	https://www.commsec.com.au/why-join-commsec/Sign-up-to-CommSec.html	https://www.commsec.com.au/support/rates-and-fees.html?icid&
CMC Invest	AU	Broker	Local + US ETFs	https://www.cmcmarkets.com/en-au/stockbroking	
nabtrade	AU	Bank	Local + US ETFs	https://www.nabtrade.com.au/why-nabtrade/online-investing	https://www.nabtrade.com.au/support/support-centre
Westpac Share Trading	AU	Bank	Local-market ETFs	https://www.westpac.com.au/personal-banking/share-trading/	securities@westpac.com.au
Bell Direct	AU	Broker	Local-market ETFs	https://www.belldirect.com.au/	https://belldirect.com.au/contact
SelfWealth	AU	Broker	Local + US ETFs	https://onboarding.secure.selfwealth.com.au/register	
Stake	AU	Neobroker	Local + US ETFs	https://hellostake.com/au	https://hellostake.com/au/support
Pearler	AU	Neobroker	Local + US ETFs	https://pearler.com/	super.inquiry@pearler.com
Superhero	AU	Neobroker	Local + US ETFs	https://www.superhero.com.au/	https://www.superhero.com.au/support/
Tiger Brokers AU	AU	Neobroker	Global ETFs / ETPs	https://www.itiger.com/au/	service@tigerbrokers.com
moomoo AU	AU	Neobroker	Global ETFs / ETPs	https://www.moomoo.com/au	
Vanguard Personal Investor AU	AU	Broker	Local-market ETFs	https://www.vanguard.com.au/personal/onboarding	
Betashares Direct	AU	Neobroker	Local-market ETFs	https://www.betashares.com.au/direct/account-types	
Webull AU	AU	Neobroker	Local + US ETFs	https://www.webull.com.au	support@webull.com.au
Interactive Brokers Australia	AU	Broker	Global ETFs / ETPs	https://www.interactivebrokers.com.au/	https://www.interactivebrokers.com/en/general/contact/newContact/contact.php
Plus500 Australia	AU	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Trading 212 AU	AU	Neobroker	UCITS ETFs / ETCs	https://www.trading212.com/	
Bendigo Invest Direct	AU	Bank	Local + Global ETFs	https://www.bendigobank.com.au/personal/investing/share-trading/	info@bendigoinvestdirect.com.au
Marketech Focus	AU	Broker	Local-market ETFs	https://onboarding.marketech.com.au/	
Morgans	AU	Broker	Local + Global ETFs	https://morgans.com.au/stockbroking	https://morgans.com.au/contact-us
Ord Minnett	AU	Broker	Local + Global ETFs	https://www.ordminnett.com.au/	
Sharesies	NZ	Neobroker	Local + US ETFs	https://www.sharesies.nz	help@sharesies.co.nz
Hatch Invest	NZ	Neobroker	US ETFs / ETNs	https://hatchinvest.nz	https://www.hatchinvest.nz/contact-us
InvestNow	NZ	Broker	Local-market ETFs	https://investnow.co.nz/join-investnow/	
ASB Securities	NZ	Bank	Global ETFs / ETPs	https://www.asb.co.nz/asb-securities	
Kernel Wealth	NZ	Neobroker	US ETFs / ETNs	https://kernelwealth.co.nz/how-it-works	support@kernelwealth.co.nz
BlackBull Markets	NZ	Broker	Global ETFs / ETPs	https://blackbull.com/en/	
Craigs Investment Partners	NZ	Broker	Global ETFs / ETPs	https://craigsip.com/how-we-help/getting-started	
Forsyth Barr	NZ	Broker	Global ETFs / ETPs	https://www.forsythbarr.co.nz/	https://www.forsythbarr.co.nz/contact/meet-the-team/
Tiger Brokers NZ	NZ	Neobroker	Global ETFs / ETPs	https://www.itiger.com/nz/	service@tigerbrokers.com
Jarden Direct	NZ	Broker	Global ETFs / ETPs	https://www.investdirect.nz/	
DBS Vickers	SG	Bank	Global ETFs / ETPs	https://www.dbs.com.sg/personal/investments/equity-trading/dbsv-account-mca	https://www.dbs.com.sg/personal/support/home.html?pid=sg-dbs-pweb-header-default-help-support-textlink
OCBC Securities (iOCBC)	SG	Bank	Global ETFs / ETPs	https://www.iocbc.com/accounts/basic-securities-trading-account	
UOB Kay Hian	SG	Broker	Global ETFs / ETPs	https://uobkh.com.sg	
Phillip POEMS	SG	Broker	Global ETFs / ETPs	https://www.poems.com.sg/open-an-account/	apu@phillip.com.sg
FSMOne	SG	Broker	Global ETFs / ETPs	https://fsm.global/sg	
Tiger Brokers SG	SG	Neobroker	Global ETFs / ETPs	https://www.itiger.com/sg/	service@tigerbrokers.com
moomoo SG	SG	Neobroker	Global ETFs / ETPs	https://www.moomoo.com/sg	
Webull SG	SG	Neobroker	Global ETFs / ETPs	https://www.webull.com.sg	clientservices@webull.com.sg
CGS International	SG	Broker	Global ETFs / ETPs	https://itrade.cgsi.com.sg/itrade/	
Lim & Tan Securities	SG	Broker	Local + US ETFs	https://www.limtan.com.sg/	
Saxo Markets Singapore	SG	Broker	Global ETFs / ETPs	https://www.home.saxo/en-sg	https://www.home.saxo/en-sg/contact-us
Interactive Brokers Singapore	SG	Broker	Global ETFs / ETPs	https://www.interactivebrokers.com.sg/	https://www.interactivebrokers.com/en/general/contact/newContact/contact.php
Swissquote Singapore	SG	Bank	Global ETFs / ETPs	https://www.swissquote.com/en-sg/private	
Plus500 Singapore	SG	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Syfe	SG	Neobroker	Global ETFs / ETPs	https://www.syfe.com/create-account	
Maybank Securities Singapore	SG	Bank	Global ETFs / ETPs	https://www.maybank.com/investment-banking/sg/services/trading/etf.page	https://www.maybank.com/investment-banking/sg/contact/contact_us.page
KGI Securities Singapore	SG	Broker	Global ETFs / ETPs	https://www.kgi.sg/securities/stocks	
Futu / moomoo HK	HK	Neobroker	Global ETFs / ETPs	https://www.futuhk.com/en	
Tiger Brokers HK	HK	Neobroker	Global ETFs / ETPs	https://www.itiger.com/hk/	service@tigerbrokers.com
Webull Hong Kong	HK	Neobroker	Global ETFs / ETPs	https://www.webull.hk/	service@webull.hk
Interactive Brokers Hong Kong	HK	Broker	Global ETFs / ETPs	https://www.interactivebrokers.com.hk/	https://www.interactivebrokers.com/en/general/contact/newContact/contact.php
Swissquote Asia	HK	Broker	Global ETFs / ETPs	https://www.swissquote.com/	
Bright Smart Securities	HK	Broker	Global ETFs / ETPs	https://www.bsgroup.com.hk/account/app	online@bsgroup.com.hk
uSMART	HK	Neobroker	Global ETFs / ETPs	https://www.usmart.hk/en	
Longbridge	HK	Neobroker	Global ETFs / ETPs	https://longbridge.com/hk	service@longbridge.hk
HSBC HK	HK	Bank	Global ETFs / ETPs	https://www.hsbc.com.hk/investments/account-opening/	https://www.hsbc.com.hk/help/card-support/credit-limit-change/documents-upload/
Hang Seng Bank	HK	Bank	Global ETFs / ETPs	https://www.hangseng.com/en-hk/personal/investment/securities-services/	https://www.hangseng.com/en-hk/contact/branch-addresses/
BOCHK	HK	Bank	Global ETFs / ETPs	https://www.bochk.com/en/investment/securities/trade.html	
Standard Chartered HK	HK	Bank	Global ETFs / ETPs	https://www.sc.com/hk/investment/online-investment-account/	
ZA Bank	HK	Neobroker	Global ETFs / ETPs	https://bank.za.group/en/invest/stock	
Mox Bank	HK	Neobroker	Global ETFs / ETPs	https://mox.com/features/mox-invest/	
Monex Boom	HK	Broker	Global ETFs / ETPs	https://www.boom.com/en/open-account/	service@boomhq.com
Citibank HK	HK	Bank	Global ETFs / ETPs	https://www.citibank.com.hk/english/wealth-management/investment/	
Phillip Securities Hong Kong	HK	Broker	Global ETFs / ETPs	https://www.poems.com.hk/en-us/customer-service/online-account-opening/	cs@phillip.com.hk
SBI Securities	JP	Broker	Local + US ETFs	https://www.sbisec.co.jp/	
Rakuten Securities	JP	Broker	Local + US ETFs	https://www.rakuten-sec.co.jp/web/account/rsec.html	
Monex Japan	JP	Broker	Local + US ETFs	https://www.monex.co.jp/	
Matsui Securities	JP	Broker	Local-market ETFs	https://www.matsui.co.jp/apply/	https://www.matsui.co.jp/support/contact/?mnu=hd
Mitsubishi UFJ eSmart Securities	JP	Broker	Local-market ETFs	https://kabu.com/apply/default.html	https://kabu.com/support/movie.html
Nomura Securities	JP	Broker	Local-market ETFs	https://www.nomura.co.jp/apply/	https://www.nomura.co.jp/support/
Daiwa Securities	JP	Broker	Local-market ETFs	https://www.daiwa.jp/open/	https://www.daiwa.jp/contact/
SMBC Nikko	JP	Broker	Local-market ETFs	https://www.smbcnikko.co.jp/apply/	https://www.smbcnikko.co.jp/support/
PayPay Securities	JP	Neobroker	Local + US ETFs	https://www.paypay-sec.co.jp/account/	
moomoo Japan	JP	Neobroker	Local + US ETFs	https://www.moomoo.com/jp	
Interactive Brokers Japan	JP	Broker	Global ETFs / ETPs	https://www.interactivebrokers.co.jp/	https://www.interactivebrokers.com/en/general/contact/newContact/contact.php
Plus500 Japan	JP	Broker	Global ETFs / ETPs	https://www.plus500.com/	
GMO Click Securities	JP	Broker	Local-market ETFs	https://www.click-sec.com/corp/kouza/entry/	https://www.click-sec.com/corp/support/
Okasan Online	JP	Broker	Local + US ETFs	https://www.okasan-online.co.jp/support/account/	https://www.okasan-online.co.jp/support/account/
Daiwa Connect Securities	JP	Neobroker	Local + US ETFs	https://www.connect-sec.co.jp/account/	
LINE Securities	JP	Neobroker	Local-market ETFs	https://line-sec.co.jp/	
SBI Neotrade Securities	JP	Broker	Local-market ETFs	https://www.sbineotrade.jp/	https://www.sbineotrade.jp/contact.html
Webull Japan	JP	Neobroker	Local + US ETFs	https://www.webull.co.jp/	
Kiwoom Securities	KR	Broker	Local + US ETFs	https://www.kiwoom.com/m/customer/acctopen/VAcctOpenInfoView	
Mirae Asset Securities	KR	Broker	Local + US ETFs	https://securities.miraeasset.com/mka/mka1001/n01.do	
Samsung Securities	KR	Broker	Local + US ETFs	https://www.samsungpop.com/ux/kor/customer/online/registonlineaccount/online0.do	
NH Investment & Securities	KR	Broker	Local-market ETFs	https://www.nhsec.com/	
KB Securities	KR	Broker	Local-market ETFs	https://www.kbsec.com/go.able?linkcd=m06010000	
Korea Investment & Securities	KR	Broker	Local + US ETFs	https://www.truefriend.com/	
Toss Securities	KR	Neobroker	Local + US ETFs	https://www.tossinvest.com/	
Shinhan Securities	KR	Broker	Global ETFs / ETPs	https://www.shinhansec.com	
Hana Securities	KR	Broker	Global ETFs / ETPs	https://www.hanaw.com	
Daishin Securities	KR	Broker	Local + US ETFs	https://www.daishin.com/	
Kakao Pay Securities	KR	Neobroker	Local + US ETFs	https://kakaopaysec.com/	
Hanwha Investment & Securities	KR	Broker	Local + US ETFs	https://www.hanwhawm.com/nftf/main/index.cmd	
LS Securities	KR	Broker	Local-market ETFs / ETNs	https://www.ls-sec.co.kr/guide/eDirect/newid/GUJoinNewid0_01.jsp?front_menu_no=1402&left_menu_no=321&parent_menu_no=322	
Yuanta Securities	TW	Broker	Local-market ETFs	https://www.yuanta.com.tw/	
Fubon Securities	TW	Broker	Local-market ETFs	https://www.fubon.com/securities/open-now/	
Cathay Securities	TW	Broker	Local-market ETFs	https://www.cathaysec.com.tw/cathaysec/CustomerService/OpenAccount/securties.aspx	
KGI Securities	TW	Broker	Local-market ETFs	https://eoa.kgi.com.tw/OOA/open-description.html	
SinoPac Securities	TW	Broker	Global ETFs / ETPs	https://www.sinotrade.com.tw/newweb/opening-account/beginner/	
CTBC Securities	TW	Broker	Local-market ETFs	https://www.ctbcsec.com/	https://www.ctbcsec.com/Customer/Contact
Capital Securities	TW	Broker	Local-market ETFs	https://iopen.capital.com.tw/eopenWeb/	
Mega Securities	TW	Broker	Local-market ETFs	https://www.emega.com.tw/	
President Securities	TW	Broker	Local-market ETFs	https://www.pscnet.com.tw/	
E.SUN Securities	TW	Broker	Local-market ETFs	https://www.esunsec.com.tw/new-account/	
Taishin Securities	TW	Broker	Local-market ETFs	https://www.tssco.com.tw/open-account/	
Zerodha	IN	Broker	Local-market ETFs	https://zerodha.com/open-account/	
Interactive Brokers India	IN	Broker	Global ETFs / ETPs	https://www.interactivebrokers.co.in/	https://www.interactivebrokers.com/en/general/contact/newContact/contact.php
Groww	IN	Neobroker	Local-market ETFs	https://groww.in/open-demat-account	
Angel One	IN	Broker	Local-market ETFs	https://www.angelone.in/open-demat-account	
ICICI Direct	IN	Bank	Local-market ETFs	https://www.icicidirect.com/open-a-demat-account	complianceofficer@icicisecurities.com
HDFC Securities	IN	Bank	Local-market ETFs	https://www.hdfcsec.com/open-demat-account	https://www.hdfcsec.com/NewsRoom/MediaContact
Kotak Securities	IN	Bank	Local-market ETFs	https://www.kotakneo.com/open-demat-account/	
Dhan	IN	Neobroker	Local-market ETFs	https://dhan.co/open-demat-account/	
5paisa	IN	Neobroker	Local-market ETFs	https://www.5paisa.com/demat-account	support@5paisa.com
Paytm Money	IN	Neobroker	Local-market ETFs	https://www.paytmmoney.com/	exg.support@paytmmoney.com
Motilal Oswal	IN	Broker	Local-market ETFs	https://www.motilaloswal.com/open-demat-account/	
Vested Finance	IN	Neobroker	US ETFs / ETNs	https://vestedfinance.com/in/	
INDmoney	IN	Neobroker	Local + US ETFs	https://www.indmoney.com/stocks	
SBI Securities India	IN	Bank	Local-market ETFs	https://www.sbisecurities.in/	
Axis Direct	IN	Bank	Local-market ETFs	https://www.axisdirect.in/open-demat-account	
FYERS	IN	Broker	Local-market ETFs	https://fyers.in/demat-account	
Share.Market by PhonePe	IN	Neobroker	Local-market ETFs	https://www.share.market/etf/	
m.Stock by Mirae Asset	IN	Neobroker	Local-market ETFs	https://www.mstock.com/open-demat-account	help@mstock.com
Mirae Asset Sharekhan	IN	Broker	Local-market ETFs	https://www.sharekhan.com/equity-trading-account	igc@sharekhan.com
Geojit Financial Services	IN	Broker	Local-market ETFs	https://www.geojit.com/open-demat-account	mailus@geojit.com
Bajaj Broking	IN	Broker	Local-market ETFs	https://www.bajajbroking.in/knowledge-center/exchange-traded-fund	https://www.bajajbroking.in/contact-us
Alice Blue	IN	Broker	Local-market ETFs	https://aliceblueonline.com/open-demat-account	
IIFL Capital	IN	Broker	Local-market ETFs	https://www.iiflcapital.com/	https://www.iiflcapital.com/contact-us
Nuvama	IN	Broker	Local-market ETFs	https://www.nuvamawealth.com/	
Anand Rathi	IN	Broker	Local-market ETFs	https://anandrathi.com/open-demat-account	
Samco	IN	Broker	Local-market ETFs	https://www.samco.in/open-free-demat-account	https://www.samco.in/help-support/
Shoonya	IN	Neobroker	Local-market ETFs	https://shoonya.com/	invest@shoonya.com
Edelweiss Broking	IN	Broker	Local-market ETFs	https://www.edelweiss.in/	
JM Financial	IN	Broker	Local-market ETFs	https://www.jmfinancialservices.in/	
Yes Securities	IN	Broker	Local-market ETFs	https://yesinvest.in/	
Choice Broking	IN	Broker	Local-market ETFs	https://choiceindia.com/	care@choiceindia.com
Religare Broking	IN	Broker	Local-market ETFs	https://www.religareonline.com/	
SMC Global	IN	Broker	Local-market ETFs	https://smcindiaonline.com/	dp@smcindiaonline.com
Ventura Securities	IN	Broker	Local-market ETFs	https://www.ventura1.com/	
Aditya Birla Money	IN	Broker	Local-market ETFs	https://www.adityabirlamoney.com/	
Prabhudas Lilladher	IN	Broker	Local-market ETFs	https://www.plindia.com/	
Tradejini	IN	Broker	Local-market ETFs	https://www.tradejini.com/	help@tradejini.com
Mastertrust	IN	Broker	Local-market ETFs	https://www.mastertrust.co.in/	
Arihant Capital	IN	Broker	Local-market ETFs	https://www.arihantcapital.com/	https://www.arihantcapital.com/contact-us
Bigul	IN	Neobroker	Local-market ETFs	https://www.bigul.co/	
InnovestX	TH	Broker	Local + US ETFs	https://www.innovestx.co.th/products/stock/Thai-Stock	https://www.innovestx.co.th/contact-us
Kasikorn Securities	TH	Broker	Local-market ETFs	https://www.kasikornsecurities.com/	
Bualuang Securities	TH	Broker	Local-market ETFs	https://www.bualuang.co.th/en/account-opening	https://www.bualuang.co.th/en/contact-us
Dime!	TH	Neobroker	US ETFs / ETNs	https://dime.co.th	
Liberator	TH	Neobroker	Local-market ETFs	https://www.liberator.co.th/home	https://www.liberator.co.th/contact
Krungsri Securities	TH	Broker	Local-market ETFs	https://www.krungsrisecurities.com/en/open-account/request-open-account.aspx	
Pi Securities	TH	Broker	Local-market ETFs	https://www.pi.financial	
Finansia Syrus Securities	TH	Broker	Local-market ETFs	https://www.fnsyrus.com/mc03/open-ac-en/ic/open-ac.aspx	
Asia Plus Securities	TH	Broker	Global ETFs / ETPs	https://openaccount.asiaplus.co.th/	
Maybank Securities (Thailand)	TH	Broker	Local-market ETFs	https://www.maybank.co.th/	mst.clientservice@maybank.com
KGI Securities Thailand	TH	Broker	Local-market ETFs	https://www.kgieworld.co.th/corporate/openaccount/eopenaccount	
ttb wealth securities	TH	Broker	Local-market ETFs	https://www.ttbwealth.co.th/home/th	
Tisco Securities	TH	Broker	Local-market ETFs	https://www.tiscosec.com/e-open-account-ejip/	tiscoetrade@tisco.co.th
Daol Securities	TH	Broker	Local-market ETFs	https://www.daolsecurities.co.th/account-opening/openaccount-with-daol-sec	contactcenter@daol.co.th
Rakuten Trade	MY	Broker	Local + US ETFs	https://rakutentrade.my/	customerservice@rakutentrade.my
Maybank Investment Bank	MY	Bank	Local-market ETFs	https://www.maybank2u.com.my/maybank2u/malaysia/en/personal/wealth/share_trading/online_stocks.page	
CGS International Securities Malaysia	MY	Broker	Local-market ETFs	https://www.cgsi.com.my/info/account-opening?lang=EN	
moomoo MY	MY	Neobroker	Global ETFs / ETPs	https://www.moomoo.com/my	support@my.moomoo.com
M+ Global (Malacca Securities)	MY	Broker	Local + US ETFs	https://m.global.mplusonline.com/kh/status/entry/transit	
HLeBroking (Hong Leong)	MY	Bank	Local-market ETFs	https://www.hlebroking.com/v3/register/acc_open_main_ls.aspx	https://www.hlebroking.com/v3/contactus.aspx
RHB TradeSmart	MY	Bank	Local + US ETFs	https://www.rhbtradesmart.com/get-started/index.html	
PublicInvest	MY	Bank	Local-market ETFs	https://www.publicinvestbank.com/pbswecos/register.asp?regtype=L	
Kenanga Trade	MY	Bank	Local-market ETFs	https://www.kentrade.com.my/open-account	https://www.kentrade.com.my/contact
UOB Kay Hian Malaysia	MY	Broker	Global ETFs / ETPs	https://cob.utrade.com.my/openaccount	mycustomerservice@uobkayhian.com
FSMOne Malaysia	MY	Broker	Global ETFs / ETPs	https://www.fsmone.com.my/pricing/stocks	
Stockbit Sekuritas	ID	Neobroker	Local-market ETFs	https://stockbit.com/	
Ajaib	ID	Neobroker	Local-market ETFs	https://ajaib.co.id/	
Indo Premier (IPOT)	ID	Broker	Local-market ETFs	https://www.indopremier.com/	
Growin’ by Mandiri Sekuritas	ID	Bank	Local-market ETFs	https://growin.id/	
Nanovest	ID	Neobroker	US ETFs / ETNs	https://play.google.com/store/apps/details?id=com.nanovest.prod	
Gotrade Indonesia	ID	Neobroker	US ETFs / ETNs	https://www.heygotrade.com/id/	
Pluang	ID	Neobroker	US ETFs / ETNs	https://pluang.com/id/signup	
BNI Sekuritas (BIONS)	ID	Bank	Local-market ETFs	https://www.bions.id/	
BCA Sekuritas	ID	Bank	Local-market ETFs	https://bcasekuritas.co.id/	halo@bcasekuritas.co.id
Mirae Asset Sekuritas Indonesia	ID	Broker	Local-market ETFs	https://login.miraeasset.co.id	
BRI Danareksa Sekuritas	ID	Broker	Local-market ETFs	https://eform.brights.co.id/BukaRekeningNOW	
Phillip Sekuritas Indonesia	ID	Broker	Local-market ETFs	https://www.poems.co.id/Home/BukaAkun	
MNC Sekuritas	ID	Broker	Local-market ETFs	https://www.mncsekuritas.id/pages/online-trading-overview/	
Trimegah Sekuritas	ID	Broker	Local-market ETFs	https://eform.trimegah.id/nmb/	
COL Financial	PH	Broker	Local-market ETFs	https://www.colfinancial.com/ape/final2/home/open_an_account.asp	helpdesk@colfinancial.com
First Metro Securities	PH	Broker	Local-market ETFs	https://www.firstmetrosec.com.ph/fmsec/	
BPI Trade	PH	Bank	Local-market ETFs	https://new.bpitrade.com/open-a-trade-account/	
GStocks PH	PH	Neobroker	Local-market ETFs	https://gcash.com/services/gstocks-ph	
AB Capital Securities	PH	Broker	Local-market ETFs	https://securities.abcapitalonline.com/	customerservice@abcapital.com.ph
Philstocks	PH	Neobroker	Local-market ETFs	https://philstocks.ph/	
DragonFi	PH	Neobroker	Local-market ETFs	https://www.dragonfi.ph/register	
BDO Securities	PH	Bank	Local-market ETFs	https://www.bdo.com.ph/bdo-securities/online-trading	
RCBC Securities	PH	Bank	Local-market ETFs	https://www.rcbcsec.com/registration/application_online.asp	
Maybank Securities Philippines	PH	Broker	Local-market ETFs	https://www.maybank-atrke.com/	
SSI iBoard	VN	Broker	Local-market ETFs	https://www.ssi.com.vn/khach-hang-ca-nhan/gioi-thieu-mo-tai-khoan	
VNDirect	VN	Broker	Local-market ETFs	https://mydgo.vndirect.com.vn/mo-tai-khoan	
VPS Securities	VN	Broker	Local-market ETFs	https://www.vps.com.vn/	
TCBS	VN	Broker	Local-market ETFs	https://www.tcbs.com.vn/mo-tai-khoan-tcbs	
HSC (Ho Chi Minh City Securities)	VN	Broker	Local-market ETFs	https://register.hsc.com.vn/	
Vietcap Securities	VN	Broker	Local-market ETFs	https://www.vietcap.com.vn/mo-tai-khoan	info@vietcap.com.vn
FPT Securities	VN	Broker	Local-market ETFs	https://www.fpts.com.vn/open-account/	
Vietcombank Securities	VN	Bank	Local-market ETFs	https://www.vcbs.com.vn/	
DNSE	VN	Neobroker	Local-market ETFs	https://www.dnse.com.vn/	
MB Securities (MBS)	VN	Broker	Local-market ETFs	https://mbs.com.vn/mo-tai-khoan/	
KIS Vietnam	VN	Broker	Local-market ETFs	https://trading.kisvn.vn/ekyc	
Mirae Asset Securities Vietnam	VN	Broker	Local-market ETFs	https://masvn.com/register	cs@miraeasset.com.vn
BIDV Securities (BSC)	VN	Broker	Local-market ETFs	https://www.bsc.com.vn/mo-tai-khoan/	services@bsc.com.vn
Baiduri Capital	BN	Bank	Global ETFs / ETPs	https://www.baiduri.com.bn/baiduri-capital/invest	https://www.baiduri.com.bn/personal/contact-us?b=baiduri-capital
XP Investimentos	BR	Broker	Local-market ETFs	https://www.xpi.com.br	
Rico	BR	Broker	Local-market ETFs	https://rico.com.vc/	
Clear	BR	Broker	Local-market ETFs	https://cadastro.clear.com.br/	
BTG Pactual digital	BR	Bank	Local-market ETFs	https://investimentos.btgpactual.com/	
Nubank Investments	BR	Neobroker	Local-market ETFs	https://nubank.com.br/nu/investimentos	
Inter Invest	BR	Bank	Local + US ETFs	https://www.inter.co/pra-voce/investimentos/	
Itaú íon	BR	Bank	Local-market ETFs	https://www.ion.itau/	
Ágora (Bradesco)	BR	Bank	Local-market ETFs	https://www.agorainvestimentos.com.br/home	
Genial Investimentos	BR	Broker	Local-market ETFs	https://www.genialinvestimentos.com.br/	
Modalmais	BR	Broker	Local-market ETFs	https://www.modalmais.com.br/	
Santander Corretora	BR	Bank	Local-market ETFs	https://santandercorretora.com.br/	
Avenue	BR	Broker	US ETFs / ETNs	https://avenue.us/	
Nomad	BR	Neobroker	US ETFs / ETNs	https://www.nomadglobal.com/investimentos	
Banco do Brasil	BR	Bank	Local-market ETFs	https://www.bb.com.br/	
Banco Safra	BR	Bank	Local-market ETFs	https://www.safra.com.br/investimentos/	
Guide Investimentos	BR	Broker	Local-market ETFs	https://www.guide.com.br/	
C6 Invest	BR	Neobroker	Local-market ETFs	https://www.c6bank.com.br/c6-invest/	
CM Capital	BR	Broker	Local-market ETFs	https://mkt.cmcapital.com.br/abertura-de-conta-versao-2	atendimento@cmcapital.com.br
GBM+	MX	Broker	Local + US ETFs	https://gbm.com/trading/	contacto@gbm.com
Actinver Trade (formerly Bursanet)	MX	Bank	Local + US ETFs	https://www.actinver.com/	mayala@actinver.com.mx
Kuspit	MX	Broker	Local-market ETFs	https://kuspit.com/	
Webull México	MX	Neobroker	US ETFs / ETNs	https://www.webull.com.mx/	
Hey Banco	MX	Neobroker	Local + US ETFs	https://banco.hey.inc/universo-hey/ahorra-e-invierte/acciones	
BBVA Trader México	MX	Bank	Global ETFs / ETPs	https://www.bbva.mx/personas/productos/inversion/bbva-trader.html	
Finamex Trading	MX	Broker	Global ETFs / ETPs	https://www.finamex.com.mx/general/finamex-trading/	
Monex Casa de Bolsa	MX	Bank	Global ETFs / ETPs	https://www.monex.com.mx	
Casa de Bolsa Banorte (BeTrading)	MX	Bank	Local + US ETFs	https://www.banorte.com/Casa-de-Bolsa/BeTrading/Que-es-BeTrading.html	
InvertirOnline (IOL)	AR	Broker	ETF CEDEARs	https://www.invertironline.com/servicios/cuenta-de-inversion	
Balanz	AR	Broker	ETF CEDEARs	https://balanz.com/abrir-cuenta/	
Portfolio Personal (PPI)	AR	Broker	ETF CEDEARs	https://portfoliopersonal.com/servicios/digital	aperturas@portfoliopersonal.com
Cocos Capital	AR	Neobroker	ETF CEDEARs	https://cocos.capital	
Bull Market Brokers	AR	Broker	ETF CEDEARs	https://bullmarketbrokers.com.ar/	
Adcap	AR	Broker	ETF CEDEARs	https://www.ad-cap.com.ar	info@ad-cap.com.ar
Banco Galicia	AR	Bank	ETF CEDEARs	https://www.galicia.ar/personas/inversiones	
Macro Securities	AR	Broker	ETF CEDEARs	https://www.macro.com.ar/	
Ualá	AR	Neobroker	ETF CEDEARs	https://www.uala.com.ar/inversiones	
Allaria	AR	Broker	Local + US ETFs	https://allaria.com.ar/	
Eco Valores	AR	Broker	Local + US ETFs	https://www.ecovalores.com.ar/preguntas-frecuentes.php	
Racional	CL	Neobroker	US ETFs / ETNs	https://racional.cl/	
BICE Inversiones	CL	Bank	Local + US ETFs	https://biceinversiones.cl/	
Banchile Inversiones	CL	Bank	Local-market ETFs	https://sitiospublicos.bancochile.cl/banchileinversiones	SERVICIOALCLIENTE@BANCHILE.CL
Renta 4 Chile	CL	Broker	Local + US ETFs	https://www.renta4.cl/por-que-renta4/como-hacerse-cliente	https://www.renta4.cl/que-necesitas/contactanos
BancoEstado Corredores de Bolsa	CL	Bank	Local-market ETFs	https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/ahorro-e-inversiones-/corredora-de-bolsa---bancoestado-personas.html	
Bci Inversiones	CL	Bank	Global ETFs / ETPs	https://www.bci.cl/inversiones/activa-tus-inversiones/informacion	
BTG Pactual Inversiones Digitales	CL	Bank	Local + US ETFs	https://haztecliente.btgpactual.cl	
Itaú Corredores de Bolsa	CL	Bank	Global ETFs / ETPs	https://www.itau.cl/personas/inversiones/corredora-de-bolsa	
LarrainVial	CL	Broker	Global ETFs / ETPs	https://haztecliente.larrainvial.com/	
